comments,ratings
vì mình đã từng đi từ hồi nhỏ và từng cảm thấy hủ tiếu ở đây ngon và đã trở lại ăn sáng thử một bữa. đồ ăn khá ngon  giá hơi đắt so với chất lượng và mình cảm thấy đặc biệt thất vọng vì chất lượng phục vụ kém. thái độ người thu tiền như “mẹ thiên hạ”   đặt  một suất mang về cũng làm không đúng. mình còn thấy một bác khách hàng kia bị thu tiền mắng chửi té tát chỉ vì mang tiền lớn. không trở lại.,1
thấy mọi người nhận xét cũng khá tốt nên mình đã tìm đến ăn thử. quán nhìn sạch sẽ nhưng nằm ngay trong hẻm nhiều xe hơi ra vào nên hơi bất tiện. mình ăn hủ tiếu khô thấy ăn khá ngon  trộn hơi nhạt. nước lèo đậm  hơi mặn nên dễ khát nước. tôm thịt bình thường  so với giá 40.0/phần là đắt. chắc sẽ không trở lại nữa.,1
ăn thì khá ngon nhưng mình thấy mắc. lúc đầu ăn ngon nhưng sau khi ăn xong thì mình tức ngực  dấu hiệu bỏ bột ngọt quá nhiều. đã vậy đi ăn còn phải giữ xe tốn thêm 3 ngàn nữa. mình sẽ không trở lại.,1
mình mới ghé ở đây hôm qua. mình là người bắc  khá kén ăn. lần đầu tiên ăn hủ tiếu thấy ngọt nên cạch đến tận bây giờ. hôm qua mới dám ăn lại nhưng gọi hủ tiếu khô. thấy cũng khá ngon. hủ tiếu dai dai  nước trộn khá ngon. nhưng hơi ít  hủ tiếu chắc chỉ được 1 nắm tay. 1 tô có ít thịt băm 2 miếng thịt xá xíu  hai miếng gan+1 miếng tim. so với giá như vậy là quá đắt. 40/ tô.quán nằm trong ngõ. không nằm trong nhà mà ở ngòai sân. phải tốn thêm 30 gửi xe. chắc mình cũng sẽ không trở lại nữa vì chưa thực sự thuyết phục mình về một số mặt.,1
các bác ah. lần đầu em ghé ốc sáu nở cũng vì muốn thay đổi khẩu vị. ấn tượng đầu tiên là nhân viên phục vụ hơi lộn xộn  la lớn em đau hết cả não. em  đặt  200 gram ốc hương muối ớt   công nhận ốc to thật nhưng chế biến hơi kỹ làm đĩa ốc của em teo tóp bớt lại. mực nướng muối ớt  mực tươi thật nhưng nướng chưa tới nên ăn hơi giống su shi....blabla  sau bữa này em quyết định một đi không trở lại,1
"ầy thực sự không hiểu sao quán gà này không có cơ sở trong trung tâm thành phố vậy :(

lặn lội xuống tít hà đông ăn xa dã man  bước vào từ chỗ gửi xe tới rất thị rồi chỗ jollie bee thực sự quê mùa quá :( mình như lạc vào thế giới khác

👍 gà ngon  vỏ nước sốt đậm đà chua ngọt không như quán gà rán ăn nhanh khác
👍 trà thái ngon mà rẻ
👍 menu cực cực cực kì đa dạng ma rẻ   xong nhiều ưu đãi

👎 cơm thì hơi ít
👎👎👎 ăn xong thì người yêu mình và mình đau bụng ngay trong đêm hôm ấy.

nói chung là minh sẽ không trở lại nhưng nghĩ lại vỏ gà giòn ngon ngọt cay cũng thèm )",6
nhân viên  đặt  sai không câu xin lỗi mà đổ lỗi cho khách không kiểm tra kĩ. quá thất vọng về dịch vụ. đã ghé quán mấy lần nhưng sau lần này chắc chắn không trở lại😌,1
"1 phần bún đậu khá là ít 🙁 đối với 1 đứa ăn nhiều như mình thì không thấm bao nhiêu hết  mình chấm quán tạm ổn thôi là vì : cách phục vụ không chuyên nghiệp  anh  đặt s cho mình không nở được 1 nụ cười luôn  mình hỏi vài cái trong menu cái mặt ảnh không cảm xúc trơ trơ nhìn mình luôn ý 🤣 bó tay. trong lúc mình dùng món không thấy ảnh đâu luôn  nhiều lúc muốn gọi thêm mà thấy vậy thôi không luôn còn lúc ăn xong xuống lầu phải kiếm ông chủ để trả tiền   lúc này ông chủ có niềm nở 1 chút này cười  nói chung trở lại hay không thì phải suy nghĩ  vì không phải chỉ có 1 mình mình chê ! 🙂 
không trở lại !",1
nghe chỗ này nổi tiếng nên ghé thử  đúng là vì nổi tiếng quá nên giá khá đắt. từ 550/ tô mà chất lượng thế này đây. nước lèo rất mặn  nhân bánh xếp và sủi cảo rất ít và hơi cứng  nước chấm như mấy tiệm hủ tiếu go vỉa hè. hơi thất vọng nhưng khách ghé cũng lai rai chứ không vắng. nên chắc mình không họp khẩu vị quán này rồi. không trở lại.,1
đã lâu rồi không trở lại  mùi vị vẫn như vậy. menu nhiều loại lẩu lắm nhưng nghe th mà biết món chủ đạo của quán là gì rồi. lẩu nhỏ 130 mà nhiều cá lắm  mình ăn hoài không thấy hết luôn  nước lẩu có vị chua từ lá giang ăn đỡ ngán  còn thơm mùi tỏi phi nữa. cá kèo nướng 1 dĩa nhỏ có 7 con thôi  chấm với nước me là rất ngon luôn.,8
đã lâu rồi không trở lại đây ăn. hồi xưa quán có 1 tầng bằng gác cây đi trông nó yếu ớt. và giờ đây quán sửa lại trong sang trọng. cung cách phục vẫn như xưa nhanh nhẹn và chu đáo. còn về món ăn cũng như xưa cũng ngon. thích nhất lẩu đồng quê có cá  mực  nghêu và tôm..tươi ngon. còn lại các món khác cũng bình thường. quán cũng đông như xưa cho dù có các quán đồng quê 2  3 cũng nằm gần đồng quê 1 này. giữ xe cũng  được   đắt xe vào và ra cho khách  chổ để xe cũng như xưa chật chội  ai đi xe mới cũng sợ vì chổ để xe chật sợ bị trầy xe đó là cái không thoải mái.,8
đi ăn với cô mình mấy lần ở đây (cũng lâu rồi không trở lại)   hổng nhớ tên quán nổi mà đồ ăn khá ngon nha . chế biến bắt mắt với vị nêm nếm ổn lắm . mỗi phần ăn dĩa nào cũng nhiều hết trơn đó . nhân viên phục vụ  được    lên món nhanh chứ không đợi lâu . giá cả chấp nhận được mà quán sáng sủa   dù ngồi gần bờ kè nhưng cảm thấy cũng sạch sẽ phết . mấy món mình ăn hài lòng   không có chi phàn nàn hết . có dịp sẽ trở lại !!,8
lâu rồi không trở lại tiên hưởng. chất lượng vẫn như xưa. trà sữa bò uống thơm  giống giống với trà sữa hạnh nhân của bobapop. trân châu nhỏ nhỏ ăn dai  ngon. còn nhân viên thì không ổn lắm  cứ rề rà thế nào ;0,8
rất thích ăn gà nướng  thích nhất ăn da ) ở đây ăn lần đầu tiên rất ngon luôn. đến lần thứ hai thấy hơi tệ  lần ba không nói da gà toàn là mỡ với mỡ đóng từng tảng... trong khi tui thích ăn da gà nhất. xôi bán hơi đắt  mề gà ngon 😍 nhưng do sau vài lần mua mà da gà vẫn mỡ quá nhiều nên lâu rồi không trở lại đây ăn nữa 😕,7
"đã lâu rồi không trở lại o xuân ăn đấy. nhớ quán này là quán đầu tiên của mình khi mà ăn món hue1 và yêu luôn từ đó ^^. quán nằm trên đường nguyễn hữu cầu  đi hai bà trưng gặp chợ tân định quẹo phái chạy thẳng thì quán nằm bên trái. hình như chỉ mở sau 4h thì phái  quên mất rồi mà đi sớm không có đâu
bánh và đồ ăn ở đây rất ngon  nhưng giá thì lên rồi. chắc lâu không lại nên giá lên hổng biết. theo mình thì quán cũng ngon nhưng đắt hơn hồng hạnh.
mình thích nhất là cây nem ở đây  làm rất ngon. bánh canh cua nam phổ cũng đáng thử nhưng bánh huế thì số dzách. ở đây phục vụ mau và rất được. thấy có cái ở đây quán nhìn thế thôi chứ người giàu ăn thì nhiều kakakaka",8
đã từ rất lâu rồi không trở lại đây vì có 1 dạo mình cảm thấy thức uống nơi đây xuống cấp. vô tình hôm nay mình vào lại và thấy vô cùng bất ngờ. menu đã có thêm rất nhiều món  mình máu quá gọi liền tù tì 4 món 1 mình mình ăn. thật thích vì món nào cũng ngon. trà sữa mình thấy cũng bình thường  nhưng đồ ăn bây giờ thì tốt quá. tâm đắc nhất là món trứng scotch  ngon dễ sợ ngon. lại trở thành bạn thân của -18 thôi ),9
sủi cảo  mì rất ngon  vừa miệng. tôm tươi. nhưng quán dơ. mình tìm thấy cả 1 con gián trong ly nước trà  may chưa uống miếng nào :((,1
"cũng là cơm gà mà sao chổ này nấu cơm gà cứ như là cơm bình thường ah  không có cái vị béo béo của mỡ gà thấm vào hạt cơm  gà thì bở  ăn cứ như là cơm bình thường
không gian khá xô bồ và bẩn bẩn làm sao ấy lại nóng nữa.
phục vụ thì lâu mà còn thiếu tế nhị với khách. mang đồ ăn ra để cái cạch cứ như là dằn mặt khách vậy
chổ để xe thì hẹp mà con đường hoàng văn thụ vốn đã đông đúc rồi mà còn chen chút. đi xe hơi kiếm chổ đậu hơi bị khó. có lần ghé đây bị trộm nó bẻ mất cái kính xe hơi nè do không có người trông xe đó. hik sài gòn 1 met vuông có 1 thằng ăn cắp. sợ!
ăn 2 người giá tầm 200 trở lại",1
"buffet phê nhất tui từng ăn
đó h tui chưa bao giờ phải lên mạng và bình luận vào như vậy hết hôm nay cảm thấy bức xúc quá nên phải bình luận luôn mọi ngườig...
hnay tui quyết định đi ăn buffet nhưng đi dạo mấy vòng mấy chỗ buffet kia hết chỗ rồi và đợi khá lâu đi ngang đây thấy chỗ này cũng sạch sẽ nên quyết định vào giá cũng trung bình nên cũng thử xem sao 1690 gói nướng lẩu và nước ngọt 
trước khi vào có hỏi bà chủ là nhiều món hết không chị bà chủ nói món gì hết em cứ nói nhân viên phục vụ tận bàn mình cũng tin tưởng nên vào đến lúc mình gọi thịt ba chỉ cuộn nấm kim châm thì nhân viên bảo là hết rồi mình rất không hài lòng nên đã nói lúc nãy bà chủ có nói nếu muốn ăn gì thì kêu nhân viên đem lên tận bàn nghe vậy bạn nhân viên đó mới mang dĩa thịt ba chỉ cuốn lên cho mình... mình cũng không nói gì đi nhưng mà không thể tin được ăn còn 3 cuốn thì có một con gián xin nhắc lại là con gián đó bò ra wao!!!! không thể tin nổi nãy h ăn chung với con gián đó luôn!!! nói nhân viên thì mấy bạn chỉ biết cười và xin lỗi hết.
về chất lượng nha thịt hôi vô cùng không thể ăn được gì hết các bạn à chỉ có tôm là tươi và bạch tuột không tươi nhưng ướp mặn lắm than lửa thì chán vô cùng luôn các bạn ngồi đợi nướng no luôn á
tới phần lẩu thì không có gì để nói lun bún thì nó khô qeo rồi còn le que mấy cục cá viên cá chỉ có 1 loại cá thôi bù lại được cái nước lẩu còn ngọt như chè nữa ) thật sự mà nói 350 cho 2 người ăn như vậy tệ vãi luôn
mà chưa hết nha đi ăn khách chưa về mà như là đuổi khách vậy á dọn hết ghế lên bàn luôn quét dọn hết luôn và còn giữ xe 30 thì sau những cái gọi là chất lượng của buffet cười thì mình thấy chỉ ngu 1 lần thôi không bây giờ trở lại
mình cảm thấy với 350 thì mình lẽ ra phải được phục vụ với chất lượng tốt hơn chứ không phải thịt ôi thiu và gián như vậy
nhân viên thì nhiệt tình chỉ được vậy thôi.",1
hôm nay mình có đến đây ăn quán vào thì không gian khá sạch sẽ ( lúc mới bước vào) đồ ăn cũng ổn nữa giá cả vừa phải mình ăn 1 set no căng bụng còn chưa nói thừa nữa mà chỉ hết có 10 nhưng trong lúc ăn mình thì có vài con gián bò từ trong gầm ghế chạy ra cả 1 vài con ltinh mình để ý nên chụp lại được hic mong quán sẽ vệ sinh tốt hơn-_-,1
khoảng sáng 7h30-8h 10/11/2021 2 ae đi ghé ngang qua mua 2 bịch hủ tiếu khô về nhà ăn và kết quả là quán tặng hẳn hoi 1 em gián vào bịch nước sốt. hủ tiếu ngon mà vệ sinh kém thế không dám ủng hộ tiếp,1
"mới  đặt  2 phần cháo ếch lúc 18:30 23/7/2019  1 singapore và 1 kho sả... đang ăn phần kho sả thì phát hiện nguyên 1 con gián bên trong luôn...
nghỉ ăn  bỏ 2 phần

buôn hay bán đầu độc khách hàng vậy ?",1
"đây là lần thứ 2 mình đến quán  trước đây mình đến thấy ăn rất ngon nên giờ ghé tiếp và có lẽ đây cũng là lần cuối cùng mình đến quán. 
(+) cô chủ (áo vàng) dễ thương  nhiệt tình. lần thứ 1 mình tới  mình thích ăn mắm nêm mà lúc đó cũng hết mắm nêm rồi nên cô chiết mắm nêm từ bịch của khách sang cho mình luôn. 
(+) mắm nêm ngon. 

(-) chỉ có 1 2 bàn để khách ngồi lại  chủ yếu mình thấy mua mang về. 
(-) cả 2 lần mình tới đều thấy anh giao hàng bên  (vì chủ yếu khách mua mang về mà)  chuyện không có gì đáng nói nếu ảnh không hút thuốc phì phèo ngay chỗ khách đang ăn. quán đã nhỏ  đã vậy lại còn hút thuốc  ảnh hưởng biết bao nhiêu người. 
(-) hôm qua tụi mình kêu 10 cuốn  mình đang ăn cuốn cuối cùng thì nghe 1 mùi hôi  y như mùi của gián vậy  mình sợ quá nên nhả ra  bỏ luôn nửa cuốn còn lại  rồi tính tiền về luôn.",1
